Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024
"159,""'566"",""Nigeria"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.27"",,,"
"159,""'566"",""Nigeria"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""124.97"",,,"
"159,""'566"",""Nigeria"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.8"",,,"
"159,""'566"",""Nigeria"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""57.19"",,,"
"159,""'566"",""Nigeria"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.37"",,,"
"159,""'566"",""Nigeria"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""24.85"",,,"
"159,""'566"",""Nigeria"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.16"",,,"
"159,""'566"",""Nigeria"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""73.2"",""74"",""74.8"",""77"",""77.5"",""77.7"",""78.3"",""79.3"""
"159,""'566"",""Nigeria"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""74.3"",""75.1"",""76"",""78"",""78.5"",""78.7"",,"
"159,""'566"",""Nigeria"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""146.6"",""151.7"",""156.7"",""164.8"",""169.3"",""173.3"",""178.4"",""184.5"""
"159,""'566"",""Nigeria"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""148.8"",""153.9"",""159.2"",""166.9"",""171.5"",""175.6"",,"
"160,""'570"",""Niue"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",,,,,,,,"
"160,""'570"",""Niue"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",,,,,,,,"
"154,""'807"",""North Macedonia"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""74.18"",""74.79"",""76"",""77.83"",""80.25"",""96.67"",""108.34"",""111.46"""
"154,""'807"",""North Macedonia"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.29"",""3.3"",""3.48"",""3.51"",""3.84"",""4.47"",""4.74"",""4.85"""
"154,""'807"",""North Macedonia"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""11.4"",,,"
"154,""'807"",""North Macedonia"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.55"",,,"
"154,""'807"",""North Macedonia"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""24.41"",,,"
"154,""'807"",""North Macedonia"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.17"",,,"
"154,""'807"",""North Macedonia"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""9.08"",,,"
"154,""'807"",""North Macedonia"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.43"",,,"
"154,""'807"",""North Macedonia"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""16.07"",,,"
"154,""'807"",""North Macedonia"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"154,""'807"",""North Macedonia"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""16.21"",,,"
"154,""'807"",""North Macedonia"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.78"",,,"
"154,""'807"",""North Macedonia"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""3.08"",,,"
"154,""'807"",""North Macedonia"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.15"",,,"
"154,""'807"",""North Macedonia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""23.9"",""21.4"",""19.6"",""21.5"",""18.1"",""17.8"",""17.6"",""16.5"""
"154,""'807"",""North Macedonia"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""23.9"",""21.1"",""19.7"",""21.5"",""19"",""19.4"",,"
"154,""'807"",""North Macedonia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""0.5"",""0.4"",""0.4"",""0.4"",""0.3"",""0.3"",""0.3"",""0.3"""
"154,""'807"",""North Macedonia"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""0.5"",""0.4"",""0.4"",""0.4"",""0.4"",""0.4"",,"
"162,""'578"",""Norway"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""34.52"",""35.39"",""35.77"",""36.93"",""36.18"",""38.5"",""42.28"",""44.52"""
"162,""'578"",""Norway"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.32"",""3.43"",""3.53"",""3.61"",""3.63"",""3.98"",""4.33"",""4.55"""
"162,""'578"",""Norway"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""6.14"",,,"
"162,""'578"",""Norway"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.62"",,,"
"162,""'578"",""Norway"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""8.64"",,,"
"162,""'578"",""Norway"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.87"",,,"
"162,""'578"",""Norway"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""3.47"",,,"
"162,""'578"",""Norway"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.35"",,,"
"162,""'578"",""Norway"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""9.25"",,,"
"162,""'578"",""Norway"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.93"",,,"
"162,""'578"",""Norway"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""7.81"",,,"
"162,""'578"",""Norway"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.78"",,,"
"162,""'578"",""Norway"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.87"",,,"
"162,""'578"",""Norway"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.09"",,,"
"162,""'578"",""Norway"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""1.9"",""1.7"",""1.5"",""1.9"",""1.6"",""1.5"",""1.4"",""1.4"""
"162,""'578"",""Norway"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""1.9"",""1.7"",""1.5"",""1.9"",""1.7"",""1.5"",,"
"162,""'578"",""Norway"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"""
"162,""'578"",""Norway"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"",""0.1"",,"
"221,""'512"",""Oman"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""0.49"",""0.49"",""0.5"",""0.5"",""0.5"",""0.53"",""0.54"",""0.56"""
"221,""'512"",""Oman"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.29"",""2.39"",""2.49"",""2.48"",""2.45"",""2.7"",""2.87"",""3.03"""
"221,""'512"",""Oman"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.07"",,,"
"221,""'512"",""Oman"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.32"",,,"
"221,""'512"",""Oman"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.16"",,,"
"221,""'512"",""Oman"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.78"",,,"
"221,""'512"",""Oman"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.07"",,,"
"221,""'512"",""Oman"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.35"",,,"
"221,""'512"",""Oman"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.09"",,,"
"221,""'512"",""Oman"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.44"",,,"
"221,""'512"",""Oman"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.08"",,,"
"221,""'512"",""Oman"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.41"",,,"
"221,""'512"",""Oman"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.03"",,,"
"221,""'512"",""Oman"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.14"",,,"
"221,""'512"",""Oman"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",,,,,,,,"
"221,""'512"",""Oman"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",,,,,,,,"
"221,""'512"",""Oman"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",,,,,,,,"
"221,""'512"",""Oman"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",,,,,,,,"
"165,""'586"",""Pakistan"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""97.34"",""99.49"",""109.92"",""126.96"",""140.33"",""174.55"",""241.77"",""256.13"""
"165,""'586"",""Pakistan"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.97"",""2.91"",""2.95"",""3.18"",""3.3"",""3.7"",""4.08"",""3.95"""
"165,""'586"",""Pakistan"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""19.15"",,,"
"165,""'586"",""Pakistan"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.45"",,,"
"165,""'586"",""Pakistan"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""46.11"",,,"
"165,""'586"",""Pakistan"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.08"",,,"
"165,""'586"",""Pakistan"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""14.04"",,,"
"165,""'586"",""Pakistan"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.33"",,,"
"165,""'586"",""Pakistan"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""16.58"",,,"
"165,""'586"",""Pakistan"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.39"",,,"
"165,""'586"",""Pakistan"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""32.77"",,,"
"165,""'586"",""Pakistan"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"165,""'586"",""Pakistan"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""11.68"",,,"
"165,""'586"",""Pakistan"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.27"",,,"
"165,""'586"",""Pakistan"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""58.6"",""57.3"",""58.7"",""61"",""59.4"",""59.3"",""63.8"",""60.3"""
"165,""'586"",""Pakistan"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""57.8"",""56.5"",""58.1"",""60.2"",""58.7"",""58.7"",,"
"165,""'586"",""Pakistan"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""130.9"",""130.1"",""135.5"",""143.2"",""142.2"",""144.4"",""157.9"",""151.4"""
"165,""'586"",""Pakistan"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""129.1"",""128.3"",""134"",""141.5"",""140.5"",""142.9"",,"
"180,""'585"",""Palau"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",,,,,,,,"
"180,""'585"",""Palau"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",,,,,,,,"
"299,""'275"",""Palestine"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""5.41"",""5.38"",""5.56"",""5.42"",""5.46"",""5.83"",""6.19"",""9.6"""
"299,""'275"",""Palestine"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.52"",""2.65"",""2.76"",""2.77"",""2.72"",""3.03"",""3.16"",""3.33"""
"299,""'275"",""Palestine"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""1.19"",,,"
"299,""'275"",""Palestine"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.59"",,,"
"299,""'275"",""Palestine"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""1.54"",,,"
"299,""'275"",""Palestine"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"299,""'275"",""Palestine"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.54"",,,"
"299,""'275"",""Palestine"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.27"",,,"
"299,""'275"",""Palestine"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.91"",,,"
"299,""'275"",""Palestine"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.45"",,,"
"299,""'275"",""Palestine"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.97"",,,"
"299,""'275"",""Palestine"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.48"",,,"
"299,""'275"",""Palestine"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.32"",,,"
"299,""'275"",""Palestine"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.16"",,,"
"299,""'275"",""Palestine"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""4.8"",""4.9"",""5"",""6.9"",""6.2"",""4.5"",""4.5"",""5.9"""
"299,""'275"",""Palestine"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""5"",""5.1"",""5.5"",""6.8"",""5.4"",""4.4"",,"
"299,""'275"",""Palestine"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""0.2"",""0.2"",""0.2"",""0.3"",""0.3"",""0.2"",""0.2"",""0.3"""
"299,""'275"",""Palestine"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""0.2"",""0.2"",""0.3"",""0.3"",""0.3"",""0.2"",,"
"166,""'591"",""Panama"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""2.03"",""2.01"",""2.02"",""2.01"",""2.04"",""2.12"",""2.19"",""2.22"""
"166,""'591"",""Panama"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""4.19"",""3.88"",""3.78"",""3.65"",""3.63"",""3.96"",""4.2"",""4.34"""
"166,""'591"",""Panama"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.35"",,,"
"166,""'591"",""Panama"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.62"",,,"
"166,""'591"",""Panama"",""70081"",""Cost of animal source foods, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.56"",,,"
"166,""'591"",""Panama"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1"",,,"
"166,""'591"",""Panama"",""70091"",""Cost of legumes, nuts and seeds, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.18"",,,"
"166,""'591"",""Panama"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.31"",,,"
"166,""'591"",""Panama"",""70101"",""Cost of vegetables, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.52"",,,"
"166,""'591"",""Panama"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.92"",,,"
"166,""'591"",""Panama"",""70111"",""Cost of fruits, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.35"",,,"
"166,""'591"",""Panama"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.62"",,,"
"166,""'591"",""Panama"",""70121"",""Cost of oils and fats, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""0.09"",,,"
"166,""'591"",""Panama"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.16"",,,"
"166,""'591"",""Panama"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""42.9"",""40.6"",""39.9"",""50.3"",""45.7"",""44"",""44.5"",""43.7"""
"166,""'591"",""Panama"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""42.3"",""40.1"",""39.4"",""49.9"",""45.1"",""43.5"",,"
"166,""'591"",""Panama"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""1.8"",""1.7"",""1.7"",""2.2"",""2"",""1.9"",""2"",""2"""
"166,""'591"",""Panama"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""1.7"",""1.7"",""1.7"",""2.1"",""2"",""1.9"",,"
"168,""'598"",""Papua New Guinea"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",,,,,,,,"
"168,""'598"",""Papua New Guinea"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",,,,,,,,"
"169,""'600"",""Paraguay"",""70041"",""Cost of a healthy diet (CoHD), LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",""9366.03"",""9731.71"",""9844.98"",""9962.4"",""10873.6"",""12508.3"",""13254.3"",""14291.2"""
"169,""'600"",""Paraguay"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.74"",""3.73"",""3.71"",""3.73"",""3.95"",""4.47"",""4.71"",""5.04"""
"169,""'600"",""Paraguay"",""70071"",""Cost of starchy staples, LCU per person per day"",""6205"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""LCU/cap/d"",,,,,""1185.57"",,,"
